Fecha de Presentacion;Proyecto;Codigo;Proponente(s);Cargo;Comision;Estado;Total_Propuestas;;;
13/1/2010;Proyecto de Ley Derogatoria No.6 Para la Depuración de la Normativa Legal;Cod. AN-2014-602 / 18968; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Justicia y Estructura del Estado;Publicado / ;109;;;
13/1/2010;Proyecto de Ley Derogatoria No.7 Para la Depuración de la Normativa Legal ;Cod. AN-2014-603 / 18968; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Justicia y Estructura del Estado;Publicado / ;109;;;
13/1/2010;Proyecto de Ley Derogatoria No. 5 para la Depuración de la Normativa Legal ;Cod. AN-2014-575 / 18968; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Justicia y Estructura del Estado;Publicado / ;109;;;
13/1/2010;Proyecto de Ley Derogatoria No.1 Para la Depuración de la Normativa Legal ;Cod. AN-2014-442 / 18968; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Justicia y Estructura del Estado;Publicado / ;109;;;
13/1/2010;Proyecto de Ley Derogatoria No.3 Para la Depuración de la Normativa Legal ;Cod. AN-2014-544 / 18968; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Justicia y Estructura del Estado;Publicado / ;109;;;
13/1/2010;Proyecto de Ley Derogatoria No.4 Para la Depuración de la Normativa Legal ;Cod. AN-2014-550 / 18968; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Justicia y Estructura del Estado;Publicado / ;109;;;
13/1/2010;Proyecto de Ley Derogatoria No.8 Para la Depuración de la Normativa Legal ;Cod. AN-2014-604 / 18968; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Justicia y Estructura del Estado;Publicado / ;109;;;
13/1/2010;Proyecto de Ley Derogatoria No.9 Para la Depuración de la Normativa Legal;Cod. AN-2014-605 / 18968; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Justicia y Estructura del Estado;Publicado / ;109;;;
13/1/2010;Proyecto de Ley Derogatoria No.2 Para la Depuración de la Normativa Legal ;Cod. AN-2014-516 / 18968; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Justicia y Estructura del Estado;Publicado / ;109;;;
7/1/2010;Proyecto de Ley Reformatoria a la Ley de Desarrollo Agrario;Cod. AN-2014-438 / 18045;BRUNNER ARDILA YANDRI;ASAMBLESITA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;1;;;
7/1/2010;Proyecto de Ley Reformatoria a la Codificación del Código del Trabajo y a la Ley Orgánica de Servicio Civil y Carrera Administrativa, Unificación y Homologación de las Remuneraciones en el Sector Público ;Cod. AN-2014-440 / 18153;ANDRES TARQUINO PAEZ BENALCAZAR;ASAMBLEISTAS / ASAMBLEA NACIONAL;No Asignada;En trámite / Registro del Proyecto;40;;;
7/1/2010;Proyecto de Ley Reformatoria a la Ley Orgánica de la Función Legislativa;Cod. AN-2014-439 / 18245;ANDRES TARQUINO PAEZ BENALCAZAR;asamblesitas / asamblea nacional;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;40;;;
5/1/2010;Proyecto de Ley Reformatoria al Decreto Ley de Jubilación Especial de los Trabajadores de la Industria del Cemento;Cod. AN-2014-441 / 17807;CUJI COELLO HENRY ALBERTO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Archivado;11;;;
30/12/2009;Proyecto de Ley Derogatoria de los Artículos 71 y 74 de la Ley de Radiodifusión y Televisión;Cod. AN-2014-701 / 17232;CYNTHIA  VITERI JIMENEZ;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Registro del Proyecto;8;;;
29/12/2009;Proyecto de Ley de Fomento y Desarrollo Agropecuario ;Cod. AN-2014-700 / 17090;CEDEÑO BARBERAN RAMON VICENTE;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;5;;;
23/12/2009;Proyecto de Ley de Creación de la Universidad Estatal Técnica Ecológica de Sucumbíos;Cod. AN-2014-698 / 16882;VARGAS OCAÑA GUIDO GILBERTO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;6;;;
23/12/2009;Proyecto de Ley Reformatoria a la Seguridad Social ;Cod. AN-2014-699 / 16883;VARGAS OCAÑA GUIDO GILBERTO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;Publicado / ;6;;;
22/12/2009;Proyecto de Ley para el Control del Tabaco;Cod. AN-2014-697 / 16845;ANDRES TARQUINO PAEZ BENALCAZAR;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;Publicado / ;40;;;
22/12/2009;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de la Salud;Cod. AN-2014-696 / 16851;OMAR JUSEPH JUEZ JUEZ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;Archivado / Registro de Objeción Total;1;;;
21/12/2009;Proyecto de Ley Orgánica del Salario de la Dignidad ;Cod. AN-2014-695 / 16599;ALTAFUYA LOOR LINDER MAXIMILIANO;ASAMBLEISTA / ASAMBLEA NACIONA;No Asignada;No Calificado / Archivado;10;;;
17/12/2009;Proyecto de Ley de Remates Públicos de los Medios de Comunicación Incautados por el Gobierno Nacional;Cod. AN-2014-694 / 16397;GUILLÉN ZAMBRANO RICHARD TIRONE;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Registro del Proyecto;5;;;
10/12/2009;Proyecto de Ley Reformatoria a la Ley de Seguridad Social;Cod. AN-2014-692 / 15544;ALTAFUYA LOOR LINDER MAXIMILIANO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;Publicado / ;10;;;
10/12/2009;Proyecto de Ley Orgánica Integral para el Control del Tabaco;Cod. AN-2014-693 / 15565;CARLOS ALBERTO VELASCO ENRIQUEZ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;Publicado / ;6;;;
8/12/2009;Proyecto de Ley de Práctica Intercultural para el Parto Acompañado en el Sistema Nacional de Salud;Cod. AN-2014-691 / 15208;LOURDES LICENIA TIBAN GUALA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;Archivado / Registro de Objeción Total;15;;;
3/12/2009;Proyecto de Ley Interpretativa a las Reglas 2 y 3 del Art. 216 del Código del Trabajo, publicado en el Registro Oficial No.  167 de Diciembre 16 del 2005 ;Cod. AN-2014-689 / 14755;MURILLO ILBAY MARCO RAMIRO;asambleista / asamblea nacional;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Archivado;12;;;
3/12/2009;Proyecto de Ley Orgánica para el ejercicio y aplicación de los derechos colectivos consagrados en la Declaración de las Naciones Unidas, sobre los derechos de los pueblos indígenas;Cod. AN-2014-690 / 14751;LOURDES LICENIA TIBAN GUALA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad;En trámite / Difusión para Segundo Debate;15;;;
1/12/2009;Proyecto de Ley Reformatoria al Código Penal para la Tipificación del Delito de Sicariato;Cod. AN-2014-688 / 14414;CUJI COELLO HENRY ALBERTO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;11;;;
1/12/2009;Proyecto de Ley Orgánica  de Comunicación ;Cod. AN-2014-686 / 14147;HERRERÍA BONNET PABLO ENRIQUE;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Registro del Proyecto;5;;;
1/12/2009;Proyecto de Ley que Garantiza la Repatriación de Restos Mortales de Migrantes Ecuatorianos Fallecidos en el Exterior ;Cod. AN-2014-687 / 14246;VÉLEZ CABEZAS JOSÉ LUIS FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Relaciones Internacionales y Movilidad Humana;En trámite / Envío del texto aprobado a la Presidencia de la República;14;;;
30/11/2009;Proyecto de Ley Reformatoria a la Ley Orgánica de Transporte Terrestre, Tránsito, Seguridad Vial;Cod. AN-2014-685 / 13909;GUILLÉN ZAMBRANO RICHARD TIRONE;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Desarrollo Económico, Productivo y la Microempresa;Publicado / ;5;;;
30/11/2009;Proyecto de Ley que crea la Seguridad Social a las amas de casa que realizan trabajos no remunerados;Cod. AN-2014-684 / 13905;GUILLÉN ZAMBRANO RICHARD TIRONE;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;Publicado / ;5;;;
26/11/2009;Proyecto de Ley Reformatoria a la  Ley de Transporte Terrestre, Tránsito, Seguridad Vial;Cod. AN-2014-682 / 13600;VACA ORTEGA EDWIN GERMÁN;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Desarrollo Económico, Productivo y la Microempresa;Publicado / ;4;;;
26/11/2009;Proyecto de Ley de Creación de la Universidad de Santo Domingo de los Tsáchilas ;Cod. AN-2014-683 / 13673;VÉLEZ CABEZAS JOSÉ LUIS FERNANDO;asambleista / asamblea nacional;No Asignada;No Calificado / Archivado;14;;;
24/11/2009;Proyecto de Ley Reformatoria a la Ley de Transplante de Organos y Tejidos ;Cod. AN-2014-680 / 13307;PACO FIERRO OVIEDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;Publicado / ;28;;;
24/11/2009;Proyecto de Ley Reformatoria a la Ley de Burós de Información Crediticia-Depuración de la Central de Riesgos;Cod. AN-2014-681 / 13327;VÉLEZ CABEZAS JOSÉ LUIS FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;14;;;
19/11/2009;Proyecto de Ley Reformatoria al Código de la Niñez y Adolescencia ;Cod. AN-2014-679 / 12627;ANDRES TARQUINO PAEZ BENALCAZAR;ASAMBLEISTA / AAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Envío del texto aprobado a la Presidencia de la República;40;;;
10/11/2009;Proyecto de Ley Reformatoria de los Artículos 53 y 54 del Código Penal ;Cod. AN-2014-677 / 11273;ABDALA JAIME BUCARAM PULLEY;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;5;;;
10/11/2009;Proyecto de Ley Reformatoria de la Ley de Seguridad Social ;Cod. AN-2014-678 / 11353;VILLACRÉS BARAHONA MERCEDES DEL SOCORRO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Difusión para Segundo Debate;4;;;
9/11/2009;Proyecto de Ley Orgánica de la Biodiversidad;Cod. AN-2014-676 / 11024;LOURDES LICENIA TIBAN GUALA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;15;;;
6/11/2009;Proyecto de Ley Reformatoria a la Ley Orgánica de Transporte Terrestre, Tránsito y Seguridad Vial;Cod. AN-2014-675 / 10920;VÉLEZ CABEZAS JOSÉ LUIS FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Desarrollo Económico, Productivo y la Microempresa;Publicado / ;14;;;
29/10/2009;Proyecto de Ley Reformatoria a la Ley de Transporte Terrestre, Tránsito y Seguridad Vial, publicada en el Suplemento del Registro Oficial Nº 398 del 7 de agosto del 2008 ;Cod. AN-2014-674 / 8665;CIUDADANIA;ciudadania / ciudadania;Comisión de Desarrollo Económico, Productivo y la Microempresa;Publicado / ;4;;;
28/10/2009;Proyecto de Ley Reformatoria al Código Orgánico de la Función Judicial;Cod. AN-2014-673 / 10002;ANDRES TARQUINO PAEZ BENALCAZAR;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;40;;;
28/10/2009;Proyecto de Ley Reformatoria al  Código Penal;Cod. AN-2014-672 / S/N; RODRÍGUEZ CÉSAR ;ASAMBLESITA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Publicado / ;2;;;
23/10/2009;Proyecto de Ley Reformatoria al Código Penal y Procesal Penal;Cod. AN-2014-671 / 9558;LARA YÉPEZ GALO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Publicado / ;2;;;
23/10/2009;Proyecto de Ley Orgánica General de Educación;Cod. AN-2014-670 / 9532;ROCIO DEL CARMEN VALAREZO ORDOÑEZ;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;13;;;
22/10/2009;Proyecto de Ley Derogatoria del Numeral 12 del Artículo 606 del Código Penal;Cod. AN-2014-669 / 9406;MORÁN CARDENAS JOHN;defensor del pueblo / defensoria del pueblo;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;1;;;
22/10/2009;Proyecto de Ley Reformatoria a la Ley de Organización y Régimen de Comunas;Cod. AN-2014-667 / 9348;CEDEÑO BARBERAN RAMON VICENTE;asambleista / asamblea nacional;Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad;En trámite / Segundo Debate en el Pleno;5;;;
22/10/2009;Proyecto de Ley Orgánica del Sistema de Educación Intercultural Bilingue;Cod. AN-2014-668 / 9442;LOURDES LICENIA TIBAN GUALA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;15;;;
21/10/2009;Proyecto de Ley de Creación de la Universidad Estatal de San Francisco de Azogues;Cod. AN-2014-666 / 9225;ROMO CARPIO WILSON FERNANDO;ASAMBLESITA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;6;;;
19/10/2009;Proyecto de Ley de la Contaduría General del Estado ;Cod. AN-2014-665 / 8754;CIUDADANIA;ciudadania / ciudadania;No Asignada;En trámite / Registro del Proyecto;4;;;
15/10/2009;Proyecto de Ley Reformatoria Código de Procedimiento Penal y al Código Penal;Cod. AN-2014-661 / 8084;ALVEAR ENRÍQUEZ ALFREDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Publicado / ;1;;;
15/10/2009;Proyecto de Ley Reformatoria al Código Penal y al Código de Procedimiento Penal ;Cod. AN-2014-663 / 8476;ANDRES TARQUINO PAEZ BENALCAZAR;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Publicado / ;40;;;
15/10/2009;Proyecto de Ley Reformatoria al Código Orgánico de la Función Judicial ;Cod. AN-2014-662 / 8474;ANDRES TARQUINO PAEZ BENALCAZAR;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;40;;;
15/10/2009;Proyecto de Ley Interpretativa del Decreto Legislativo 047 ;Cod. AN-2014-664 / 8460;PACO FIERRO OVIEDO;asambleista / asamblea nacional;No Asignada;En trámite / Registro del Proyecto;28;;;
14/10/2009;Proyecto de Ley Reformatoria al Código de Procedimiento Penal y al Código Penal ;Cod. AN-2014-660 / 8336;ROMO MARÍA PAULA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Publicado / ;4;;;
13/10/2009;Proyecto de Ley Orgánica Antimonopolio;Cod. AN-2014-659 / 8205;DAVILA EGUES RAFAEL;Asambleísta / Asamblea Nacional;Comisión de Desarrollo Económico, Productivo y la Microempresa;En trámite / Revisión en Comisión para Primer Debate;10;;;
13/10/2009;Proyecto de Ley Reformatoria a la Ley Orgánica de Régimen Monetario y Banco del Estado;Cod. AN-2014-658 / 8070; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Segundo Debate en el Pleno;109;;;
12/10/2009;Proyecto de Ley de Protección e Inmunidad de la Comisión Encargada de Investigar y Establecer los Hechos relacionados con lo Acontecido en Angostura el 1 de Marzo del 2008 ;Cod. AN-2014-657 / 8037; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión de la Objeción;109;;;
7/10/2009;Proyecto de Ley Sistema Nacional Cultura ;Cod. AN-2014-655 / 7588;CISNEROS RUIZ FRANCISCO GILBERTO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Registro del Proyecto;5;;;
7/10/2009;Proyecto de Ley Reformatoria del Código de Procedimiento Penal y del Código Penal;Cod. AN-2014-656 / 7593;CYNTHIA  VITERI JIMENEZ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Publicado / ;8;;;
7/10/2009;Proyecto de Ley Reformatoria a la Ley Orgánica de la  Función Legislativa;Cod. AN-2014-654 / 7660;LÓPEZ VELASCO JUAN CARLOS ;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Registro del Proyecto;1;;;
7/10/2009;Proyecto de Ley Reformatoria al Código Civil, Código de Procedimiento Civil y Código Penal ;Cod. AN-2014-702 / 7683;ANDRES TARQUINO PAEZ BENALCAZAR;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Archivado;40;;;
5/10/2009;Proyecto de Ley Reformatoria a la Ley de Transporte Terrestre, Tránsito y Seguridad Vial, publicada en el R.O. No. 398 de 7 de agosto del 2008 ;Cod. AN-2014-653 / 7370;VARGAS OCAÑA GUIDO GILBERTO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Desarrollo Económico, Productivo y la Microempresa;Publicado / ;6;;;
25/9/2009;Proyecto de Ley Reformatoria a la Ley Orgánica de Transporte Terrestre, Tránsito y Seguridad Vial;Cod. AN-2014-652 / 6700; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Desarrollo Económico, Productivo y la Microempresa;Publicado / ;109;;;
25/9/2009;Proyecto de Ley del Sistema de Educación Intercultural Bilingue ;Cod. AN-2014-651 / 6417;ESCALA ZAMBRANO JORGE ELÍAS ;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Archivado;12;;;
23/9/2009;Proyecto de Ley de Protección e Inmunidad de la Comisión de la Verdad ;Cod. AN-2014-649 / 6049; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Justicia y Estructura del Estado;Publicado / ;109;;;
23/9/2009;Proyecto de Ley de Seguridad para las Personas que Realizan el Trabajo Doméstico y Trabajadoras por Cuenta Propia;Cod. AN-2014-650 / 6072;ESCALA ZAMBRANO JORGE ELÍAS ;ASAMBLESITA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;Publicado / ;12;;;
17/9/2009;Proyecto de Ley Orgánica de Educación ;Cod. AN-2014-648 / 5317;ROMO MARÍA PAULA;ASAMBLEISTAS / ASAMBLEA NACIONAL;No Asignada;En trámite / Registro del Proyecto;4;;;
16/9/2009;Proyecto de Ley del Deporte, Educación Física y Recreación ;Cod. AN-2014-647 / 5034;MALDONADO ARBOLEDA CELSO PABLO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;Publicado / ;3;;;
15/9/2009;Proyecto de Ley de Educación;Cod. AN-2014-646 / S/N; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;Publicado / ;109;;;
15/9/2009;Proyecto de Ley Orgánica de Comunicación;Cod. AN-2014-644 / s/n;PANCHANA FARRA ROLANDO JOSÉ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Transparencia, Participación Ciudadana y Control Social;Publicado / ;5;;;
15/9/2009;Proyecto de Ley Orgánica Comunicación;Cod. AN-2014-645 / S/N;LOURDES LICENIA TIBAN GUALA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Transparencia, Participación Ciudadana y Control Social;Publicado / ;15;;;
14/9/2009;Proyecto de Ley de Cultura ;Cod. AN-2014-643 / 4835; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;Publicado / ;109;;;
10/9/2009;Proyecto de Ley Interpretativa a la Disposición Séptima de la Ley 67;Cod. AN-2014-642 / 4513;ORTIZ COBOS LUIS ALFREDO ;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Registro del Proyecto;8;;;
8/9/2009;Proyecto de Ley Especial de los Conservatorios de Música y Artes ;Cod. AN-2014-641 / 4098;VÉLEZ CABEZAS JOSÉ LUIS FERNANDO;asamblesita / asamblea nacional;No Asignada;En trámite / Archivado;14;;;
8/9/2009;Proyecto de Ley Orgánica de Educación General Intercultural;Cod. AN-2014-640 / 4034;ESCALA ZAMBRANO JORGE ELÍAS ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;Publicado / ;12;;;
3/9/2009;Proyecto de Ley Reformatoria al Código Penal ;Cod. AN-2014-639 / 3668;ANDRES TARQUINO PAEZ BENALCAZAR;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Publicado / ;40;;;
3/9/2009;Proyecto de Ley Orgánica de Comunicación, Libertad de Expresión y Acceso a la Información Pública;Cod. AN-2014-638 / 3561;MONTÚFAR MANCHENO CÉSAR;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Transparencia, Participación Ciudadana y Control Social;Publicado / ;3;;;
2/9/2009;Proyecto de Ley Reformatoria al Código Penal y Código de Procedimientos Penal para la Tipificación y Juzgamiento de los Delitos Cometidos en el Servicio Militar y Policial ;Cod. AN-2014-637 / 3456; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Justicia y Estructura del Estado;Publicado / ;109;;;
